vintage_period,vintage_timestamp_start,target_quarter,within_quarter_origin,n_monthly_series,n_monthly_obs,factor_order,llf_final,em_iterations,em_tolerance_used,em_maxiter_used,em_convergence_delta_last,llf_path_json,converged_flag,sample_end_period,model_index_generated,model_index_type,model_index_monotonic,row_labels_type,row_labels_monotonic
2007-08,2007-08-01,2007Q3,2,50,583,1,-27498.471215264875,44,2e-06,100,1.8841015388302913e-06,"[-27534.58523990168, -27512.649169706703, -27510.12780766059, -27508.508050974022, -27507.29858062749, -27506.33463166825, -27505.53803346899, -27504.864096824014, -27504.28424221209, -27503.77882276702, -27503.33364839568, -27502.938098926825, -27502.58400974173, -27502.26497038503, -27501.97586094543, -27501.712533589518, -27501.471586962623, -27501.250202306703, -27501.0460218955, -27500.857057249505, -27500.68161877319, -27500.518261094774, -27500.365740104502, -27500.222978833528, -27500.089040098625, -27499.96310438341, -27499.844451813908, -27499.732447365022, -27499.626528638335, -27499.526195701907, -27499.431002595964, -27499.340550192937, -27499.254480165924, -27499.172469869205, -27499.094227973572, -27499.01949072929, -27498.948018753905, -27498.87959426038, -27498.814018656823, -27498.751110460693, -27498.69070348036, -27498.63264522481, -27498.576795508787, -27498.523025225615, -27498.471215264875]",True,2007-07,False,PeriodIndex,True,PeriodIndex,True
2007-09,2007-09-01,2007Q3,3,50,584,1,-27547.33861722291,44,2e-06,100,1.8647261040534649e-06,"[-27583.465329867802, -27561.497066309807, -27558.979526326766, -27557.36097804313, -27556.15190094283, -27555.188039311906, -27554.39141687617, -27553.71743175441, -27553.13754610041, -27552.632132785242, -27552.187010211623, -27551.791560730097, -27551.437619017765, -27551.118772187558, -27550.829897015097, -27550.566841962882, -27550.32620186921, -27550.105154235407, -27549.901337758176, -27549.712760597493, -27549.53773003901, -27549.3747978416, -27549.22271727275, -27549.080408978145, -27548.946933613337, -27548.821469710016, -27548.70329563608, -27548.59177478645, -27548.48634334581, -27548.386500114037, -27548.291797998543, -27548.20183686176, -27548.116257478152, -27548.034736404203, -27547.956981604104, -27547.882728703917, -27547.81173777145, -27547.74379053714, -27547.678687987194, -27547.61624827183, -27547.556304881447, -27547.49870505153, -27547.44330836321, -27547.38998551222, -27547.33861722291]",True,2007-08,False,PeriodIndex,True,PeriodIndex,True
2007-10,2007-10-01,2007Q4,1,50,585,1,-27578.572174153996,44,2e-06,100,1.8643061723689733e-06,"[-27614.779662202152, -27592.772289571665, -27590.252129385568, -27588.629903227404, -27587.417223050554, -27586.45010733093, -27585.650601691283, -27584.97406607936, -27584.391916418143, -27583.88448415992, -27583.437553178614, -27583.04047752174, -27582.685068636394, -27582.364894421113, -27582.07481560151, -27581.810667095768, -27581.569032198724, -27581.347078481813, -27581.14243602666, -27580.953105460496, -27580.777387436392, -27580.613827836525, -27580.46117469258, -27580.318343962397, -27580.18439208628, -27580.058493791323, -27579.9399240001, -27579.82804297864, -27579.722284062897, -27579.62214345354, -27579.52717168171, -27579.436966433896, -27579.351166489058, -27579.26944657122, -27579.191512959933, -27579.11709973099, -27579.045965524136, -27578.97789075334, -27578.912675190244, -27578.85013586382, -27578.79010522872, -27578.732429563053, -27578.67696756267, -27578.623589104252, -27578.572174153996]",True,2007-09,False,PeriodIndex,True,PeriodIndex,True
2007-11,2007-11-01,2007Q4,2,50,586,1,-27634.10781736048,44,2e-06,100,1.8711592112525328e-06,"[-27670.215305736227, -27648.29713434015, -27645.775570639053, -27644.15340428133, -27642.941495552546, -27641.97549448422, -27641.17725686171, -27640.502035727757, -27639.921184071165, -27639.414995707342, -27638.969232354415, -27638.573235784566, -27638.218811628027, -27637.899526226276, -27637.610241546856, -27637.346795557554, -27637.10577573022, -27636.884354471295, -27636.680167031656, -27636.491219320073, -27636.315817232877, -27636.152511757275, -27636.000055827157, -27635.85737006068, -27635.723515294965, -27635.597670381343, -27635.47911409338, -27635.367210280223, -27635.261395602072, -27635.161169336556, -27635.06608485744, -27634.97574247326, -27634.889783378298, -27634.80788451906, -27634.729754218068, -27634.655128427567, -27634.583767509444, -27634.515453457156, -27634.449987490116, -27634.387187963475, -27634.326888546024, -27634.268936626875, -27634.213191917865, -27634.159525224244, -27634.10781736048]",True,2007-10,False,PeriodIndex,True,PeriodIndex,True
2007-12,2007-12-01,2007Q4,3,50,587,1,-27672.48924257905,43,2e-06,100,1.9228111738987572e-06,"[-27708.787898055456, -27686.63852032722, -27684.108094654897, -27682.481403089205, -27681.266519340767, -27680.298409245806, -27679.49863555567, -27678.822287957395, -27678.24061531145, -27677.733840340472, -27677.287674195417, -27676.891421620385, -27676.536860487733, -27676.217535899006, -27675.928293262954, -27675.664957413526, -27675.42410523801, -27675.202900487446, -27674.998971240646, -27674.810317392898, -27674.6352397456, -27674.47228492983, -27674.3202021257, -27674.177908694895, -27674.04446263338, -27673.919040301873, -27673.80091828194, -27673.6894584872, -27673.58409586431, -27673.48432817063, -27673.389707428927, -27673.299832745623, -27673.21434424448, -27673.13291791821, -27673.055261239217, -27672.98110940222, -27672.910222094273, -27672.842380708087, -27672.77738592867, -27672.715055636516, -27672.655223079368, -27672.59773527359, -27672.54245160173, -27672.48924257905]",True,2007-11,False,PeriodIndex,True,PeriodIndex,True
2008-01,2008-01-01,2008Q1,1,50,588,1,-27711.4674437993,43,2e-06,100,1.913412146619441e-06,"[-27747.916072392993, -27725.612877094096, -27723.070475285545, -27721.437725986205, -27720.21944786564, -27719.24965365278, -27718.449332477787, -27717.7731899106, -27717.192214913448, -27716.68645351131, -27716.241495877424, -27715.846563333413, -27715.49337593688, -27715.17543867362, -27714.887569231214, -27714.625573502264, -27714.38601570845, -27714.16605144948, -27713.9633039111, -27713.775770447704, -27713.60175101235, -27713.439792596593, -27713.28864559312, -27713.147229164435, -27713.014603500134, -27712.88994740254, -27712.77254003589, -27712.661745958896, -27712.55700276841, -27712.457810835826, -27712.363724732568, -27712.27434602831, -27712.18931721134, -27712.108316532096, -27712.031053609695, -27711.95726567304, -27711.88671433154, -27711.81918279051, -27711.754473441146, -27711.692405767415, -27711.63281452241, -27711.575548134228, -27711.520467308437, -27711.4674437993]",True,2007-12,False,PeriodIndex,True,PeriodIndex,True
2008-02,2008-02-01,2008Q1,2,50,589,1,-27783.055443213583,43,2e-06,100,1.9125696293965283e-06,"[-27819.904545330653, -27797.21240246167, -27794.6490338948, -27793.01944525563, -27791.804495195633, -27790.837122302466, -27790.03853469069, -27789.36363595625, -27788.7835478001, -27788.278406781923, -27787.833867351834, -27787.439198030595, -27787.086154411725, -27786.768268716052, -27786.480379765904, -27786.218309996886, -27785.978636656495, -27785.75852564119, -27785.55560829591, -27785.36788844796, -27785.193671185818, -27785.031507571097, -27784.880151215217, -27784.738523817323, -27784.605687556148, -27784.480822783007, -27784.36320985709, -27784.25221424711, -27784.14727423069, -27784.04789067567, -27783.953618502026, -27783.864059509462, -27783.7788563218, -27783.697687249743, -27783.620261913376, -27783.54631749592, -27783.47561552496, -27783.407939096247, -27783.343090470575, -27783.280888986254, -27783.22116923992, -27783.163779496084, -27783.10858029245, -27783.055443213583]",True,2008-01,False,PeriodIndex,True,PeriodIndex,True
2008-03,2008-03-01,2008Q1,3,50,590,1,-27831.49963182921,44,2e-06,100,1.9013101809951542e-06,"[-27868.12587901084, -27845.837842380693, -27843.275291635702, -27841.63133344173, -27840.406335462256, -27839.432056421687, -27838.62832931616, -27837.94927773057, -27837.365600923942, -27836.8572022734, -27836.409603589193, -27836.01199581942, -27835.656088368687, -27835.335385915725, -27835.044711241164, -27834.779878032467, -27834.53745948375, -27834.31462045817, -27834.108993172333, -27833.918583472012, -27833.741699090446, -27833.576894003658, -27833.422924765917, -27833.278715888868, -27833.143332133543, -27833.0159561457, -27832.895870263266, -27832.78244161082, -27832.675109805903, -27832.57337675633, -27832.47679814374, -27832.384976275807, -27832.29755405647, -27832.214209874568, -27832.134653251123, -27832.058621116805, -27831.985874614853, -27831.916196344893, -27831.849387977833, -27831.785268184496, -27831.72367083084, -27831.664443400143, -27831.6074456095, -27831.552548193118, -27831.49963182921]",True,2008-02,False,PeriodIndex,True,PeriodIndex,True
2008-04,2008-04-01,2008Q2,1,50,591,1,-27848.978437796482,45,2e-06,100,1.8630946218669057e-06,"[-27885.72335259247, -27863.466684752755, -27860.93134571769, -27859.298813515565, -27858.077077363843, -27857.101390053773, -27856.29357924879, -27855.60893357855, -27855.018846482475, -27854.50364584956, -27854.049119835945, -27853.64462972436, -27853.281994697754, -27852.95478960543, -27852.657880697527, -27852.38710673069, -27852.1390531206, -27851.910887941718, -27851.700240329905, -27851.505108716825, -27851.32379051444, -27851.15482751382, -27850.996962984238, -27850.849107608694, -27850.710312177915, -27850.579745512146, -27850.45667646839, -27850.34045917007, -27850.230520800367, -27850.1263514507, -27850.027495629573, -27849.933545120755, -27849.844132946142, -27849.758928237516, -27849.677631860606, -27849.59997266515, -27849.52570425829, -27849.45460221746, -27849.386461674367, -27849.321095212996, -27849.258331035133, -27849.19801135404, -27849.139990983804, -27849.084136096866, -27849.030323126768, -27848.978437796482]",True,2008-03,False,PeriodIndex,True,PeriodIndex,True
2008-05,2008-05-01,2008Q2,2,50,592,1,-27900.245103651516,44,2e-06,100,1.922322600682622e-06,"[-27937.021324004574, -27914.774158797787, -27912.197015401347, -27910.543204727503, -27909.309640765805, -27908.32713508152, -27907.515198682246, -27906.827908068968, -27906.23602178698, -27905.719530444927, -27905.2640383406, -27904.858802810417, -27904.49558149905, -27904.167910826192, -27903.870631641814, -27903.599564959062, -27903.351283166252, -27903.122944364193, -27902.91216979289, -27902.716951468108, -27902.535581483306, -27902.366597152453, -27902.208737930792, -27902.06091122146, -27901.922164973235, -27901.79166552862, -27901.668679573304, -27901.5525593198, -27901.442730263283, -27901.33868099964, -27901.239954708566, -27901.146141990663, -27901.056874812097, -27900.971821361054, -27900.890681658624, -27900.81318379753, -27900.73908070562, -27900.66814735032, -27900.60017831498, -27900.53498569043, -27900.47239723469, -27900.412254761566, -27900.35441272542, -27900.298736974793, -27900.245103651516]",True,2008-04,False,PeriodIndex,True,PeriodIndex,True
2008-06,2008-06-01,2008Q2,3,50,593,1,-27945.499268322645,44,2e-06,100,1.9215250407801613e-06,"[-27982.11447920365, -27959.979995391048, -27957.43090757393, -27955.78923010578, -27954.561272026614, -27953.58129205296, -27952.770454976973, -27952.083625162413, -27951.491926241946, -27950.975512339726, -27950.52005735415, -27950.114845664822, -27949.7516434863, -27949.423988396222, -27949.126719909666, -27948.855657277738, -27948.60737147004, -27948.379019718057, -27948.1682229199, -27947.97297317815, -27947.791562990053, -27947.622530290497, -27947.46461529198, -27947.31672622913, -27947.177911910814, -27947.04733953558, -27946.92427661862, -27946.808076160545, -27946.69816439401, -27946.594030596632, -27946.49521857205, -27946.401319486868, -27946.3119658168, -27946.226826205377, -27946.145601077907, -27946.068018883394, -27945.99383286154, -27945.92281825065, -27945.85476986749, -27945.789500002084, -27945.726836580598, -27945.66662155689, -27945.608709500113, -27945.552966350857, -27945.499268322645]",True,2008-05,False,PeriodIndex,True,PeriodIndex,True
2008-07,2008-07-01,2008Q3,1,50,594,1,-27988.86084577319,43,2e-06,100,1.915299785679564e-06,"[-28025.549800072564, -28003.311764539947, -28000.7501006576, -27999.09688289625, -27997.85875820722, -27996.870068412936, -27996.051897194477, -27995.358977322838, -27994.76229268779, -27994.241865029602, -27993.783248360945, -27993.375620632625, -27993.010654393463, -27992.68180505385, -27992.383840087474, -27992.112515535897, -27991.864346839247, -27991.63644237976, -27991.426380027537, -27991.23211394193, -27991.051903129868, -27990.88425594473, -27990.727886455774, -27990.581679784653, -27990.44466430186, -27990.3159891316, -27990.194905806442, -27990.080753197046, -27989.97294504834, -27989.870959606822, -27989.774330937875, -27989.682641617903, -27989.595516552246, -27989.512617720487, -27989.43363968966, -27989.358305766964, -27989.28636468746, -27989.217587751624, -27989.151766342533, -27989.08870976505, -27989.028243359193, -27988.970206847567, -27988.914452883706, -27988.86084577319]",True,2008-06,False,PeriodIndex,True,PeriodIndex,True
2008-08,2008-08-01,2008Q3,2,50,595,1,-28048.02845339061,43,2e-06,100,1.8799014339307594e-06,"[-28085.184514736742, -28062.503211927404, -28059.89481640012, -28058.231761812538, -28056.988981702612, -28055.997653495553, -28055.17805944119, -28054.484535262265, -28053.887825763464, -28053.3677966107, -28052.909893656077, -28052.5032162677, -28052.13937788084, -28051.81178836825, -28051.515179585294, -28051.245279458046, -28050.998581124273, -28050.77217524057, -28050.563625592273, -28050.37087517017, -28050.192174158376, -28050.026023979844, -28049.871133302924, -28049.72638308578, -28049.590798537443, -28049.46352643182, -28049.343816607885, -28049.231006773654, -28049.124509940142, -28049.02380396543, -28048.928422803787, -28048.837949142355, -28048.75200817359, -28048.670262303287, -28048.592406633386, -28048.51816508968, -28048.447287089097, -28048.379544660434, -28048.314729947913, -28048.252653039184, -28048.193140069496, -28048.136031561808, -28048.08118096908, -28048.02845339061]",True,2008-07,False,PeriodIndex,True,PeriodIndex,True
2008-09,2008-09-01,2008Q3,3,50,596,1,-28041.07001158098,43,2e-06,100,1.885806214969637e-06,"[-28078.459849143845, -28055.61881128649, -28052.98429481607, -28051.31089014412, -28050.062249233262, -28049.066975873306, -28048.244467083845, -28047.54864790147, -28046.950041325676, -28046.428384585422, -28045.96904604896, -28045.56107676807, -28045.19605907479, -28044.867382154618, -28044.569763627995, -28044.298921275316, -28044.051340738886, -28043.824106935877, -28043.614779101365, -28043.42129649929, -28043.241906170326, -28043.07510681743, -28042.919604704213, -28042.774278625562, -28042.63815181711, -28042.510369233394, -28042.390179022208, -28042.276917310002, -28042.169995622105, -28042.068890416343, -28041.973134324235, -28041.882308781165, -28041.796037793723, -28041.71398264332, -28041.635837365164, -28041.56132487266, -28041.490193621656, -28041.422214728453, -28041.357179470742, -28041.294897113305, -28041.235193009867, -28041.1779069411, -28041.122891654944, -28041.07001158098]",True,2008-08,False,PeriodIndex,True,PeriodIndex,True
2008-10,2008-10-01,2008Q4,1,50,597,1,-28058.96910847813,43,2e-06,100,1.8842742669982645e-06,"[-28095.7658328283, -28073.400378669336, -28070.814186725507, -28069.15298181661, -28067.912621567964, -28066.924183410738, -28066.107437722945, -28065.416513588487, -28064.82209383636, -28064.304040355848, -28063.84781798336, -28063.442553220353, -28063.079888558, -28062.753262145878, -28062.457432192095, -28062.188150625137, -28061.94193215068, -28061.715886639005, -28061.507594891566, -28061.315014905413, -28061.136410056315, -28060.970293334372, -28060.815383529254, -28060.670570439223, -28060.53488698114, -28060.407486638775, -28060.287625082434, -28060.17464507933, -28060.06796402166, -28059.967063553653, -28059.87148089405, -28059.780801537105, -28059.69465308183, -28059.612699989775, -28059.534639111615, -28059.460195853244, -28059.389120876873, -28059.321187251353, -28059.256187981737, -28059.19393386017, -28059.13425159013, -28059.076982144088, -28059.02197932139, -28058.96910847813]",True,2008-09,False,PeriodIndex,True,PeriodIndex,True
